Iteration	Posterior	Likelihood	Prior	alpha_data_bin	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	rates_data_bin[1]	rates_data_bin[2]	rates_data_bin[3]	rates_data_bin[4]	tree_length
31420	-258.309	-276.829	18.5195	1.144413	17.17182	0.0738236	0.0299827	0.0833355	0.148954	0.029627	0.0127057	0.00942214	0.073425	0.0570345	0.0475472	0.0946434	0.00175649	0.0444267	0.0194557	0.020874	0.108559	0.0374475	0.0272497	0.101011	0.0296366	0.025446	0.0195591	0.0381742	0.105214	0.146301	0.00293274	0.0885891	0.0110578	0.145208	0.164835	0.516236	1.02034	2.29859	1.6334
31430	-248.554	-270.84	22.2855	1.110852	18.02205	0.115118	0.0321011	0.0222231	0.109027	0.0620837	0.0165491	0.0135861	0.104608	0.0246218	0.0156662	0.0439092	0.00105167	0.0239094	0.0255212	0.0391037	0.0774542	0.0280243	0.0441602	0.0178565	0.0346409	0.0388606	0.0114933	0.0393353	0.187621	0.128004	0.00290483	0.0487741	0.0130339	0.0963235	0.158526	0.507711	1.01619	2.31758	1.417564
31440	-253.295	-272.798	19.5036	1.128188	17.88871	0.160024	0.0589264	0.0202569	0.0209967	0.0440718	0.00807543	0.0105117	0.0909814	0.0265409	0.0474802	0.0517257	0.00391764	0.0140319	0.0176564	0.0472729	0.0953244	0.051086	0.114584	0.00855084	0.062482	0.0610537	0.0898245	0.0280517	0.155386	0.137299	0.00589825	0.0146084	0.0155274	0.109983	0.161798	0.51216	1.01837	2.30767	1.57213
31450	-253.685	-274.349	20.6642	0.7269146	14.28609	0.0757714	0.0397591	0.0295742	0.00657534	0.0310711	0.00406555	0.0349269	0.0393106	0.0155614	0.0688187	0.0289916	0.0167833	0.0229431	0.0218711	0.0227682	0.0891981	0.0415627	0.0471604	0.025419	0.124775	0.0335112	0.08222	0.0109249	0.308652	0.093649	0.0123301	0.0377272	0.0268708	0.116571	0.079944	0.375957	0.934448	2.60965	1.509363
31460	-250.218	-268.516	18.2977	1.782913	14.45415	0.0653134	0.0419892	0.0245243	0.0125937	0.0263569	0.00179685	0.0177532	0.0622563	0.0106895	0.0432895	0.017979	0.0231278	0.0237602	0.0153415	0.0143258	0.0812342	0.0239176	0.0983458	0.0945535	0.0800458	0.131076	0.0550756	0.0237107	0.388841	0.0987747	0.0230406	0.0266871	0.0232637	0.0539559	0.265908	0.629747	1.06347	2.04087	1.60362
31470	-253.609	-268.332	14.7231	2.785022	11.88453	0.182223	0.0703628	0.0843186	0.065096	0.0292759	0.0024611	0.0151889	0.0334416	0.0309355	0.0220004	0.0159068	0.00746732	0.0471175	0.00501953	0.0292004	0.0625144	0.114649	0.0700614	0.0562815	0.0989143	0.174539	0.0500411	0.0164438	0.235008	0.0605968	0.0357912	0.0204345	0.0282281	0.0688848	0.371915	0.718885	1.08123	1.82797	1.732404
31480	-253.259	-266.523	13.2644	2.006759	15.47498	0.117632	0.0742322	0.0535503	0.0530287	0.0143254	0.0105096	0.0177824	0.0659213	0.048856	0.0238051	0.00867624	0.0329234	0.0686502	0.00208458	0.0439936	0.090599	0.14783	0.0989648	0.0360486	0.16041	0.162984	0.100931	0.0253449	0.265877	0.0406775	0.0170141	0.0247274	0.0328608	0.0830798	0.29408	0.655731	1.07016	1.98003	1.92332
31490	-255.634	-271.75	16.1159	0.8506124	19.90346	0.0979619	0.0212477	0.0412079	0.0293226	0.0257727	0.0276415	0.0242753	0.147688	0.0585277	0.0803142	0.00528061	0.0373013	0.0489199	0.00282704	0.0185023	0.0656802	0.0908159	0.0298366	0.054248	0.0801956	0.0528074	0.103417	0.0372283	0.327364	0.0571528	0.00552181	0.0297837	0.0408849	0.0906687	0.106274	0.42674	0.970049	2.49694	1.732396
31500	-256.248	-275.185	18.9363	0.9385042	16.86692	0.2137	0.0160181	0.0516309	0.0375424	0.0457705	0.0197704	0.00879314	0.0833651	0.0885475	0.00671291	0.00459117	0.018946	0.0189241	0.0067606	0.040568	0.0521154	0.0420353	0.0302657	0.22197	0.112578	0.0284369	0.0121563	0.0224743	0.201938	0.0363481	0.0288255	0.022227	0.0874926	0.0627327	0.124526	0.457454	0.989013	2.42901	1.623237
31510	-254.062	-270.296	16.2344	2.585217	16.57272	0.169806	0.016667	0.233009	0.018148	0.0373165	0.0166419	0.00604534	0.0673297	0.110387	0.00707776	0.00750385	0.0138612	0.0215774	0.0050831	0.061127	0.145269	0.0363842	0.0583808	0.103807	0.0590124	0.0899056	0.0386762	0.0442994	0.165012	0.0455822	0.0317976	0.0218431	0.0366706	0.020265	0.35439	0.705626	1.07953	1.86045	1.688486
31520	-249.55	-264.621	15.0706	3.726335	12.49249	0.0854886	0.0271508	0.218573	0.0338434	0.036852	0.0415404	0.00616537	0.0211848	0.0622513	0.00667675	0.00395115	0.00769052	0.0237278	0.0106806	0.0385653	0.0916431	0.0358533	0.0831406	0.081788	0.0942461	0.117487	0.0264079	0.0404064	0.163164	0.0981941	0.0253264	0.0847283	0.0223689	0.0619092	0.438666	0.76518	1.08433	1.71182	1.651006
31530	-250.99	-265.961	14.971	2.436072	16.95258	0.146505	0.0462052	0.0457885	0.0787849	0.0407054	0.013801	0.00440479	0.0035289	0.0727922	0.00875064	0.00623533	0.0189264	0.0425422	0.0125283	0.0500137	0.0599446	0.0215591	0.0618067	0.0781202	0.0588624	0.136088	0.0381873	0.040721	0.424292	0.0977065	0.00972653	0.0646603	0.0141467	0.0709216	0.340311	0.694597	1.07786	1.88723	1.768255
31540	-259.823	-270.903	11.0798	3.210007	12.86528	0.200483	0.0123876	0.0752888	0.0663472	0.0227226	0.00789682	0.00603105	0.0110432	0.0428562	0.00314128	0.00503982	0.0421138	0.0458024	0.0109818	0.0753292	0.176546	0.0180823	0.0895462	0.101802	0.0405893	0.264925	0.0625781	0.0344306	0.2465	0.117621	0.0108102	0.107796	0.0174478	0.0978481	0.404883	0.74253	1.08337	1.76921	2.013988
31550	-266.785	-276.676	9.89169	0.9742624	19.271	0.123161	0.0103854	0.0448676	0.124903	0.052961	0.0127961	0.00725996	0.0131483	0.0697867	0.00390517	0.00374597	0.0309185	0.0632973	0.015534	0.0975304	0.170111	0.0119986	0.158895	0.0407273	0.0601512	0.127739	0.200963	0.058817	0.160488	0.268148	0.0236485	0.0292047	0.0180547	0.0606404	0.13179	0.468877	0.995601	2.40373	2.063786
31560	-255.064	-266.873	11.8084	1.334609	18.05477	0.156068	0.0118034	0.0758	0.0515328	0.0410752	0.0266944	0.0099923	0.0262834	0.0613505	0.00157337	0.00213908	0.0216235	0.054892	0.0126927	0.0436747	0.12502	0.0103849	0.105601	0.0584746	0.136521	0.15601	0.20553	0.012448	0.0982161	0.339097	0.0134479	0.0354162	0.00654869	0.0855429	0.198606	0.558493	1.03903	2.20387	1.985453
31570	-247.362	-268.291	20.9293	3.505054	19.58597	0.0734093	0.0167959	0.0455367	0.0652612	0.00971494	0.0170905	0.0134299	0.0552223	0.0212949	0.00979191	0.00101343	0.0224002	0.0250892	0.010346	0.0429445	0.0708852	0.0364829	0.10503	0.0517716	0.0802455	0.0758459	0.0625937	0.00528803	0.210713	0.14792	0.0131154	0.0298882	0.00409625	0.0354099	0.424917	0.756143	1.08408	1.73486	1.358626
31580	-246.978	-266.511	19.5338	2.282662	17.78293	0.0409002	0.00466872	0.043954	0.067178	0.030612	0.0266902	0.0182579	0.0642166	0.00857223	0.0070584	0.00673897	0.00636911	0.01051	0.0131415	0.0475493	0.0776035	0.0812858	0.0695854	0.0997626	0.153357	0.08141	0.0576131	0.00468544	0.228987	0.125128	0.0239693	0.0458229	0.0101018	0.050648	0.324833	0.682058	1.07568	1.91742	1.506377
31590	-248.909	-271.467	22.5581	1.900856	20.14822	0.0632487	0.0137394	0.133501	0.0828989	0.0313593	0.0327328	0.0086814	0.0574967	0.00760031	0.00286143	0.00291105	0.011241	0.0382328	0.0136643	0.0134003	0.0881294	0.042825	0.0650125	0.108741	0.0701129	0.0554969	0.0409197	0.00560511	0.131639	0.135387	0.0543391	0.0113094	0.00672435	0.0248324	0.281146	0.644039	1.0673	2.00752	1.354644
31600	-245.208	-266.935	21.7267	1.724292	15.77394	0.0823117	0.0142139	0.0841067	0.0437111	0.00808147	0.0134236	0.00735102	0.0589634	0.0209072	0.0024203	0.00517296	0.0243367	0.0345481	0.00590163	0.0153573	0.0441122	0.0643341	0.0483767	0.10674	0.194713	0.0230954	0.0405731	0.00172511	0.201833	0.150631	0.0154952	0.0135805	0.00334044	0.0703275	0.257986	0.62208	1.06127	2.05867	1.399684
31610	-243.93	-265.08	21.1498	1.566975	16.51683	0.043259	0.0221438	0.0727545	0.0429436	0.0131177	0.00409993	0.0194783	0.0181015	0.0401059	0.00607786	0.00162823	0.0129772	0.0204278	0.00380179	0.0908483	0.0203504	0.0653864	0.0980299	0.0337109	0.125275	0.0196712	0.0749474	0.000759052	0.224542	0.292229	0.016221	0.0126638	0.00793734	0.0495006	0.235486	0.599338	1.05412	2.11105	1.452989
31620	-252.178	-268.797	16.6185	0.546711	22.33199	0.051999	0.0282791	0.0956522	0.073323	0.0274489	0.00289725	0.0135643	0.0161064	0.0212113	0.0190546	0.00758697	0.0126838	0.0200995	0.00416211	0.0295648	0.0260962	0.156683	0.0791747	0.0217081	0.0679867	0.0351028	0.147305	0.000412939	0.370195	0.240861	0.019467	0.0157605	0.0129211	0.0455535	0.0423387	0.281321	0.851491	2.82485	1.662859
31630	-243.413	-265.4	21.9872	0.7805968	19.63481	0.104729	0.0178957	0.0334726	0.0835966	0.0297104	0.00394802	0.0109316	0.013411	0.0199284	0.0314176	0.0106739	0.0301819	0.0127495	0.00769743	0.0416398	0.00519418	0.0507464	0.0697044	0.0434506	0.0839879	0.046809	0.13205	0.000361397	0.185834	0.221535	0.0133757	0.0461011	0.0446872	0.0474832	0.0914237	0.399203	0.95143	2.55794	1.443303
31640	-238.399	-260.934	22.5346	2.3231	19.53317	0.0899805	0.0194724	0.0135757	0.0300938	0.0130776	0.00350944	0.00537318	0.0127723	0.0273426	0.018371	0.0154038	0.0098446	0.0406607	0.0036086	0.0416547	0.0034463	0.09993	0.0308455	0.0299953	0.0515719	0.0340995	0.0823068	0.000263496	0.211537	0.279176	0.0237852	0.0850982	0.0163785	0.0439814	0.329017	0.685492	1.07631	1.90918	1.337156
31650	-247.506	-268.914	21.4082	1.047203	34.85246	0.0888388	0.0190797	0.0305266	0.0246989	0.0104627	0.00214001	0.00628692	0.0258164	0.00782425	0.0233616	0.0405731	0.0504663	0.0126713	0.00484612	0.0190409	0.00125633	0.0985093	0.0482557	0.056567	0.128683	0.0583438	0.0325554	0.000125579	0.0798716	0.234506	0.0183591	0.0525035	0.014536	0.0215081	0.146275	0.490494	1.0074	2.35583	1.212214
31660	-239.669	-269.314	29.6452	0.7152959	26.02351	0.0274704	0.0346275	0.0325642	0.0227204	0.0235157	0.00582811	0.00531819	0.0131165	0.0146018	0.0674206	0.0311032	0.0185943	0.00796955	0.0115876	0.00357581	0.001531	0.0262887	0.0524503	0.0431039	0.0610808	0.0381099	0.0176503	8.2149e-05	0.0789015	0.300483	0.0142042	0.0604922	0.0267195	0.0209186	0.077458	0.370659	0.930407	2.62148	1.06203
31670	-249.316	-276.406	27.0902	0.5799579	22.31672	0.101271	0.0328612	0.115481	0.0189066	0.0159191	0.00686599	0.0309493	0.0152111	0.0168629	0.0675518	0.00564305	0.0356006	0.0163361	0.00736633	0.0167725	0.00223718	0.0345072	0.0599158	0.0588003	0.0575198	0.0206919	0.0159221	2.13558e-05	0.112404	0.171165	0.00640821	0.0763656	0.0380544	0.034909	0.0490024	0.300946	0.870739	2.77931	1.192521
31680	-241.076	-266.442	25.3658	0.7642498	15.1804	0.0716927	0.0425459	0.019648	0.0122451	0.0372844	0.00442996	0.0219193	0.021558	0.0144351	0.0219012	0.0050521	0.0447202	0.0123147	0.00674545	0.0486906	0.000757584	0.00708052	0.066795	0.119776	0.0324756	0.06276	0.0118063	0.000165196	0.217325	0.177346	0.014509	0.0730726	0.0133474	0.0300848	0.0879321	0.392332	0.946534	2.5732	1.212484
31690	-235.808	-264.347	28.5392	2.551257	21.71458	0.0397369	0.0330347	0.0286309	0.0296701	0.0119045	0.00260948	0.0118193	0.0156887	0.0308124	0.0121213	0.0113056	0.0257982	0.0200679	0.0023311	0.0103218	0.00133215	0.00870838	0.0242431	0.0802737	0.0275429	0.036153	0.0634236	0.00017619	0.245623	0.116679	0.0163372	0.0373215	0.0195411	0.0738895	0.351263	0.703207	1.07919	1.86634	1.037097
31700	-252.946	-267.564	14.6175	5.544178	14.56585	0.139344	0.107151	0.228923	0.0640304	0.0372111	0.00189462	0.0106513	0.0140796	0.0377807	0.0228311	0.0184508	0.00777448	0.014047	0.000960586	0.0137334	0.0026321	0.00683855	0.0650981	0.0604299	0.0180045	0.101251	0.0435194	0.000260271	0.357672	0.101842	0.0299875	0.0164633	0.0292952	0.0473927	0.523221	0.815932	1.08225	1.5786	1.59955
31710	-244.164	-267.195	23.031	1.388223	19.93043	0.0550778	0.0629671	0.16665	0.079656	0.0302983	0.000903191	0.0196158	0.00463915	0.125351	0.00678606	0.00506831	0.0091444	0.0174303	0.00187148	0.0444753	0.00323847	0.00897057	0.0309912	0.0375559	0.0391682	0.08838	0.0850515	0.000252369	0.169338	0.12496	0.0113412	0.0242292	0.0144936	0.0899101	0.207527	0.568828	1.04312	2.18052	1.357814
31720	-243.799	-267.429	23.6301	0.6142097	16.95841	0.155355	0.0770229	0.114549	0.0565712	0.00542592	0.00137638	0.020195	0.00538275	0.0493939	0.00183723	0.00133905	0.00936186	0.0167438	0.00166745	0.0506094	0.00284707	0.00841663	0.0414115	0.0487591	0.0441027	0.159647	0.0483731	0.000404468	0.11617	0.14184	0.028313	0.0463423	0.0279003	0.0836352	0.0560514	0.320079	0.888399	2.73547	1.364993
31730	-259.022	-275.158	16.1366	0.8230452	12.49499	0.159557	0.0398853	0.201307	0.0106059	0.000793862	0.00145869	0.0197544	0.00687444	0.196832	0.00176578	0.00317725	0.00673552	0.0238784	0.00489022	0.0960822	0.0322607	0.0183065	0.019926	0.0649439	0.0173697	0.1023	0.0303796	0.000196853	0.289256	0.147993	0.0662955	0.0567025	0.0305404	0.148072	0.100452	0.416249	0.963141	2.52016	1.798141
31740	-251.388	-265.811	14.4228	2.424203	13.7754	0.114334	0.0270174	0.152958	0.0115384	0.00197467	0.00217789	0.0152428	0.00642192	0.0948179	0.000714725	0.00333845	0.00223439	0.0272712	0.00843338	0.109959	0.00611393	0.0145306	0.0523386	0.180246	0.017888	0.073423	0.039579	0.000472167	0.290282	0.114327	0.031394	0.116695	0.0211825	0.289068	0.339151	0.693673	1.07771	1.88946	1.825974
31750	-240.079	-261.207	21.1282	3.214099	14.63098	0.0780277	0.0146199	0.181276	0.013257	0.00278236	0.000779255	0.017622	0.00563306	0.0507384	0.00154794	0.00124094	0.00131253	0.0129988	0.0104891	0.0666522	0.00883996	0.0106064	0.0233599	0.0752568	0.0482742	0.0478206	0.0446175	0.000131067	0.187204	0.0921925	0.0253377	0.0747854	0.0417397	0.175501	0.405175	0.742733	1.08339	1.7687	1.314644
31760	-232.616	-260	27.3841	1.060347	17.38087	0.0673687	0.009605	0.120873	0.00977048	0.00243964	0.00127359	0.0161892	0.0187235	0.0158497	0.00054991	0.00267495	0.000404514	0.0165262	0.00856785	0.052806	0.00699615	0.00509507	0.10045	0.0238486	0.033161	0.0775122	0.0193053	0.000116641	0.163962	0.0365101	0.02608	0.02739	0.0719452	0.190359	0.148835	0.494168	1.00932	2.34768	1.126354
31770	-239.456	-269.06	29.6039	0.4903457	21.40046	0.0516685	0.00950843	0.166842	0.0148685	0.00736683	0.000924902	0.0305916	0.0156176	0.0274733	0.000306876	0.00133394	0.0024458	0.0167373	0.00484977	0.0597701	0.00632055	0.0079196	0.101842	0.0236618	0.0241965	0.0380999	0.0116488	0.000186516	0.220005	0.0276302	0.0272295	0.0720028	0.0551105	0.0559007	0.0316126	0.245567	0.813115	2.90971	1.082059
31780	-238.606	-265.559	26.9536	0.7240903	21.14723	0.0943739	0.0276756	0.159456	0.0136733	0.00216059	0.00207635	0.0130653	0.0635899	0.0544969	0.000835289	0.00191667	0.00219624	0.00869663	0.00815937	0.0296322	0.0145298	0.0104547	0.0465671	0.0133542	0.0551882	0.0377297	0.0273583	0.00043229	0.128313	0.0533283	0.0213739	0.0635576	0.0649909	0.176177	0.0793396	0.374678	0.933479	2.6125	1.19536
31790	-247.545	-267.712	20.1671	2.580153	20.29383	0.0582275	0.0634594	0.122242	0.0132201	0.00499194	0.00201989	0.0260595	0.0629954	0.0503009	0.00114086	0.00304098	0.00277233	0.00338277	0.0104805	0.0191534	0.0140979	0.0128876	0.0814648	0.0413229	0.0153786	0.0302795	0.0653974	0.000297979	0.305746	0.0430245	0.0535615	0.0543938	0.0478178	0.22897	0.353926	0.705269	1.07948	1.86132	1.438129
31800	-247.021	-267.865	20.8439	0.6921833	11.84221	0.115674	0.10454	0.11174	0.0256784	0.00510503	0.00429731	0.0222508	0.111743	0.0579933	0.00470272	0.0150211	0.00596156	0.00203761	0.00828594	0.0156001	0.0129689	0.0292369	0.068406	0.0282066	0.0148362	0.0363412	0.0411002	0.0011142	0.147648	0.0437029	0.0170807	0.0284656	0.0346526	0.276045	0.0725194	0.359819	0.921937	2.64573	1.390435
31810	-247.264	-270.912	23.6483	0.5345568	18.87935	0.0629658	0.0166272	0.0928646	0.0184954	0.0257308	0.00375751	0.0375704	0.0973495	0.0906006	0.00857315	0.00950936	0.00592981	0.00184518	0.0148783	0.0323311	0.0815353	0.0462523	0.0499369	0.0150565	0.0901405	0.0101814	0.0640266	0.00696267	0.179364	0.114607	0.0453769	0.0434949	0.0288717	0.0790035	0.0399578	0.273878	0.843871	2.84229	1.373839
31820	-235.152	-266.202	31.05	1.073954	22.32049	0.0543961	0.0118599	0.0850796	0.0476856	0.0176179	0.0017035	0.00875692	0.0148659	0.0551695	0.00170591	0.0154675	0.00711804	0.0034539	0.00699687	0.0667341	0.0102694	0.0727087	0.0580416	0.00887884	0.115183	0.0520509	0.0480972	0.00612851	0.0838925	0.0153909	0.0190095	0.0338699	0.0270542	0.0437827	0.151469	0.497905	1.01125	2.33938	0.9929691
31830	-242.625	-268.092	25.467	0.6248082	23.58425	0.114103	0.0208941	0.0805082	0.0225155	0.0256195	0.00475386	0.0169972	0.00977065	0.0221125	0.00116676	0.0262264	0.0306773	0.00464982	0.00873732	0.050815	0.0405975	0.0179482	0.0716762	0.0125572	0.13645	0.054349	0.0682532	0.00440655	0.272866	0.00541429	0.00966082	0.0226674	0.036961	0.0591775	0.0582617	0.325784	0.893466	2.72249	1.252533
31840	-243.454	-266.125	22.6703	1.148276	16.4994	0.136999	0.0232641	0.114305	0.0680079	0.0163657	0.0109475	0.0205407	0.0280187	0.0386766	0.00605485	0.0322871	0.0154797	0.0161869	0.0153156	0.0411044	0.0422567	0.0327551	0.0449696	0.0361203	0.155619	0.0318504	0.0447523	0.00276376	0.271251	0.0183016	0.00870224	0.00857842	0.0390055	0.0656236	0.165555	0.517194	1.0208	2.29645	1.386104
31850	-244.872	-268.775	23.9025	0.7162874	21.86761	0.082814	0.0163828	0.0897363	0.111339	0.0251936	0.024498	0.0134812	0.0291145	0.0243603	0.023158	0.00778744	0.0171841	0.012726	0.0084135	0.0313672	0.0452362	0.0298278	0.0319555	0.0431871	0.268841	0.027979	0.0480051	0.00585981	0.169101	0.0208186	0.00613866	0.00402394	0.051424	0.0637455	0.0776701	0.371115	0.930758	2.62046	1.3337
31860	-244.711	-267.064	22.3529	0.9362163	23.67044	0.0356923	0.00382963	0.0738375	0.076699	0.061911	0.0214586	0.0117709	0.0125668	0.0360512	0.014469	0.00740647	0.0465844	0.0354873	0.0121743	0.0233931	0.0576119	0.0746202	0.0303139	0.0557592	0.215657	0.0152285	0.0219288	0.00573329	0.15418	0.0725147	0.00666242	0.00675871	0.0632949	0.116525	0.124058	0.456703	0.988571	2.43067	1.37012
31870	-244.445	-267.022	22.577	2.077469	30.16696	0.0416425	0.00265754	0.0415892	0.0490994	0.0296056	0.0111617	0.0438879	0.0152413	0.0414487	0.0476793	0.0109277	0.0368347	0.00917708	0.00942619	0.0289297	0.035639	0.0513921	0.0267654	0.0362287	0.208107	0.0645815	0.0579597	0.00168679	0.194083	0.0405911	0.00130689	0.0167095	0.0243553	0.0411553	0.30235	0.663007	1.07181	1.96283	1.21987
31880	-252.81	-274.888	22.0783	1.203414	20.6514	0.114591	0.00777241	0.118829	0.0154004	0.0148129	0.0118096	0.0187487	0.0896778	0.0442795	0.125122	0.00836564	0.0141648	0.0323732	0.0157162	0.0731406	0.0467706	0.058763	0.0116992	0.02455	0.106033	0.0300855	0.0752559	0.000841799	0.139258	0.0351416	0.00169784	0.0398656	0.0336193	0.100026	0.175671	0.530384	1.02695	2.267	1.40841
31890	-244.874	-272.289	27.4143	2.038062	20.88731	0.0943791	0.0135606	0.0927134	0.0177721	0.0473864	0.0226151	0.011506	0.0359183	0.0183438	0.0809675	0.00244779	0.0219422	0.0086994	0.019783	0.0302131	0.0562979	0.0610358	0.028844	0.0180078	0.0378986	0.0263306	0.0200804	0.00119697	0.130009	0.0461967	0.00353933	0.0575153	0.0228421	0.0825459	0.297776	0.659001	1.07091	1.97231	1.110588
31900	-245.174	-269.222	24.0485	1.403302	17.66435	0.0633368	0.0258903	0.135796	0.0427374	0.0505662	0.013059	0.00533373	0.0136239	0.0212354	0.0486266	0.00608869	0.0195305	0.0146937	0.0141771	0.0259172	0.134423	0.0412812	0.158654	0.0110164	0.0832186	0.021506	0.0110568	0.00328085	0.102865	0.0557042	0.00373534	0.0754388	0.0150608	0.0831969	0.209991	0.571628	1.0442	2.17418	1.30105
31910	-256.421	-275.023	18.6022	1.352997	15.3994	0.0242622	0.0324652	0.11232	0.16358	0.015417	0.0277706	0.00189925	0.0300647	0.0486106	0.095272	0.00716226	0.0226989	0.0102421	0.0120503	0.0452922	0.0661579	0.116016	0.338317	0.0157424	0.0622411	0.0383368	0.0176924	0.00409679	0.037447	0.167514	0.0142714	0.0526031	0.00330499	0.0375034	0.201695	0.562107	1.04048	2.19572	1.620351
31920	-248.006	-271.141	23.1352	1.926965	16.29545	0.087492	0.0239734	0.0436472	0.0230548	0.0372271	0.00541374	0.0146265	0.0370584	0.0559764	0.0873272	0.00347848	0.00812758	0.00409198	0.00699772	0.0221817	0.0302321	0.176206	0.150602	0.00350776	0.0748132	0.0584656	0.0263439	0.0014942	0.0510801	0.195553	0.0144144	0.0488965	0.00187284	0.0133501	0.284398	0.647016	1.06805	2.00054	1.307506
31930	-249.345	-266.75	17.4046	3.88047	15.04524	0.112645	0.0498751	0.0604919	0.0337978	0.0238725	0.030685	0.00657379	0.0624634	0.0318349	0.0443413	0.00430706	0.0147111	0.00957084	0.0206932	0.0552496	0.0100756	0.122847	0.271252	0.0140769	0.0604984	0.0450039	0.0219752	0.00414861	0.0321333	0.202029	0.0401588	0.139128	0.000679071	0.00484348	0.447673	0.770972	1.0844	1.69696	1.529962
31940	-250.159	-268.619	18.4603	1.424134	18.79823	0.106281	0.121641	0.0235902	0.0306834	0.0116574	0.0129895	0.00395175	0.0915152	0.0488416	0.0359809	0.0142794	0.00335283	0.0115446	0.0283478	0.0253598	0.0116402	0.0656714	0.291514	0.0163215	0.0767212	0.0354222	0.0509777	0.026301	0.0414834	0.23124	0.0437031	0.132211	0.000790255	0.00863386	0.213361	0.575421	1.04564	2.16558	1.602647
31950	-249.781	-269.232	19.4513	0.9652115	16.78472	0.0401734	0.0831462	0.0489762	0.0106715	0.0561462	0.0083289	0.00196092	0.0661936	0.0185714	0.0462636	0.00533375	0.0035229	0.0104614	0.025669	0.0189145	0.0355495	0.0261407	0.347056	0.0460386	0.054756	0.0207602	0.124496	0.00571389	0.0881787	0.223227	0.0474382	0.10782	0.000620392	0.0193223	0.129961	0.46604	0.993988	2.41001	1.591452
31960	-244.375	-265.799	21.423	1.218166	25.21306	0.0742074	0.00792529	0.0802981	0.00875759	0.0189905	0.0199603	0.00295669	0.0156249	0.027699	0.0387987	0.00427873	0.00210654	0.0175188	0.0129852	0.0243437	0.0434745	0.0821093	0.19918	0.125866	0.0274487	0.018281	0.0569538	0.0100599	0.0688102	0.24008	0.0286837	0.104024	0.000525499	0.0104208	0.17833	0.533765	1.02847	2.25943	1.372369
31970	-247.35	-268.941	21.591	4.005563	24.952	0.11027	0.0169569	0.0465198	0.0172468	0.0182867	0.0163121	0.0022366	0.0189381	0.0120402	0.0917005	0.00752311	0.00391175	0.016261	0.0261801	0.0195266	0.0383577	0.0300274	0.184999	0.0353653	0.041486	0.0412622	0.0311427	0.0215066	0.0638222	0.214109	0.0119195	0.101583	0.000483086	0.0183071	0.454668	0.775401	1.0844	1.68553	1.258282
31980	-247.106	-270.069	22.9639	1.413913	23.50556	0.0679899	0.0245338	0.171198	0.0378507	0.0214335	0.0263444	0.00357223	0.033645	0.0204324	0.0395979	0.0105272	0.00646029	0.00442828	0.0348556	0.0402001	0.0294705	0.053828	0.161462	0.00965496	0.0345849	0.0310442	0.0453976	0.0194032	0.142629	0.108924	0.00490931	0.0820408	0.00118461	0.0585901	0.211712	0.57357	1.04494	2.16978	1.326192
31990	-247.909	-266.058	18.1489	1.550169	17.98906	0.18348	0.0381541	0.188349	0.0512346	0.0217093	0.0248292	0.00265556	0.0204371	0.0771005	0.0491966	0.0188295	0.00673413	0.0116689	0.0286699	0.0485999	0.104303	0.0481514	0.260698	0.0642916	0.0622194	0.00941095	0.0544007	0.0224538	0.0598378	0.0545401	0.00895136	0.0613471	0.00101809	0.0398387	0.232969	0.596699	1.05324	2.11709	1.623111
32000	-252.723	-271.087	18.3648	1.707184	11.15661	0.0940106	0.0446918	0.185815	0.0967257	0.0235771	0.0136952	0.00251832	0.0447716	0.0299304	0.0749097	0.00969692	0.0203915	0.00595485	0.0285942	0.0383409	0.0490886	0.104117	0.145318	0.0574685	0.0637555	0.0206323	0.0398987	0.0479179	0.021324	0.0298328	0.0269944	0.0686303	0.00156389	0.0742187	0.255628	0.619765	1.06058	2.06403	1.464385
32010	-253.526	-269.671	16.145	2.196539	13.29512	0.116113	0.0199685	0.0582406	0.0812316	0.0573176	0.00872942	0.0023719	0.0748457	0.02801	0.0405077	0.00292275	0.0197135	0.0117965	0.023035	0.0405256	0.0235014	0.194489	0.252396	0.129523	0.0848679	0.0271906	0.0880946	0.0104911	0.00809095	0.0780325	0.0650696	0.102314	0.000812075	0.0591396	0.315659	0.674408	1.07421	1.93572	1.709342
32020	-245.321	-262.928	17.6077	2.120766	15.23416	0.0444381	0.0601909	0.077857	0.0235473	0.051238	0.00569176	0.0100909	0.0469765	0.0211696	0.0319823	0.00562924	0.0178399	0.0147594	0.0196433	0.0807037	0.0372831	0.198787	0.257367	0.0435405	0.0587106	0.0233949	0.0608531	0.00647218	0.00958974	0.135098	0.0881354	0.0926592	0.000620933	0.110168	0.307277	0.667271	1.07274	1.95272	1.634437
