Iteration	Posterior	Likelihood	Prior	alpha_data_bin	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	rates_data_bin[1]	rates_data_bin[2]	rates_data_bin[3]	rates_data_bin[4]	tree_length
1940	-1934.04	-1940.09	6.04534	2.00989	8.744339	0.0793395	0.00655771	0.0377369	0.0722848	0.0342411	0.0580077	0.0611998	0.106138	0.0450165	0.0313725	0.0253546	0.156909	0.00427273	0.0487364	0.151384	0.0219594	0.0134524	0.0804155	0.0235105	0.0017524	0.0994098	0.0414657	0.163568	0.0144043	0.0590804	0.0846199	0.0459646	0.128808	0.112362	0.0238599	0.0223264	0.0779352	0.116091	0.0234557	0.0146725	0.0716309	0.0577517	0.0458451	0.252494	0.0194679	0.0460639	0.299588	0.00726143	0.041326	0.330796	0.0339304	0.0117143	0.294452	0.656061	1.07024	1.97925	3.305535
1950	-1934.74	-1945.6	10.8582	1.363377	12.34909	0.0493914	0.0146497	0.0512797	0.181095	0.0790891	0.0267158	0.0381956	0.0704357	0.029479	0.0338125	0.0185382	0.0969548	0.016151	0.0729724	0.109645	0.0195808	0.0445212	0.0555659	0.0639944	0.0115442	0.0477759	0.0564205	0.228438	0.0141485	0.13188	0.130196	0.0339907	0.281159	0.116709	0.0208724	0.0151121	0.0393855	0.126515	0.0162192	0.00965809	0.0386461	0.0333922	0.0423507	0.112615	0.0439317	0.0452333	0.241454	0.0171552	0.0336489	0.22953	0.0530747	0.0154698	0.203425	0.564114	1.04128	2.19118	3.258594
1960	-1938.4	-1947.06	8.66348	1.095311	15.49338	0.0404743	0.00935715	0.0826839	0.136274	0.0425107	0.0476286	0.0149906	0.0683329	0.0408114	0.0202824	0.0478694	0.181195	0.0129073	0.038325	0.0894293	0.0280548	0.00903722	0.0633778	0.0225489	0.00855804	0.0515517	0.042325	0.26892	0.0230059	0.129978	0.20847	0.111854	0.091366	0.129339	0.0212753	0.0311518	0.0287655	0.185107	0.0265101	0.026527	0.12559	0.0204217	0.0609561	0.288362	0.0442924	0.0140529	0.171972	0.0295534	0.00960361	0.174974	0.0478933	0.0352882	0.155569	0.503638	1.01416	2.32664	3.403753
1970	-1930.7	-1942.97	12.2766	1.115517	12.89221	0.056465	0.00757669	0.0379053	0.0909765	0.0808833	0.0520662	0.0343239	0.0538803	0.0351589	0.046464	0.0263653	0.0895164	0.00310436	0.0644503	0.126539	0.0221341	0.00596753	0.041048	0.0196431	0.00434538	0.0787026	0.0499955	0.165492	0.128728	0.0751205	0.0908889	0.10578	0.0970026	0.120608	0.0212753	0.0676527	0.0691165	0.134648	0.0129471	0.0764404	0.0848434	0.0403968	0.0277986	0.160172	0.0242332	0.0785973	0.173497	0.0478778	0.0512383	0.226802	0.0312058	0.0391334	0.159409	0.508918	1.01678	2.31489	3.179008
1980	-1937.55	-1943.71	6.15642	1.226571	14.12889	0.0468382	0.0100466	0.0768326	0.0400305	0.0330085	0.0353521	0.030659	0.0610377	0.00541978	0.0244769	0.0513459	0.102564	0.00552816	0.0501983	0.196305	0.025145	0.0208076	0.078566	0.0262284	0.0103529	0.0562485	0.0607624	0.0986788	0.181799	0.195316	0.0642351	0.0777581	0.165227	0.190996	0.0220383	0.0739143	0.0974351	0.196471	0.0739313	0.0373704	0.0698261	0.0283875	0.0521827	0.233882	0.0147028	0.114896	0.285902	0.0651897	0.0159099	0.176477	0.00963608	0.0233434	0.179835	0.535665	1.02932	2.25518	3.61326
1990	-1939.08	-1940.67	1.59085	1.260383	12.31717	0.0714796	0.010745	0.0588759	0.0962882	0.0828297	0.0596989	0.0132239	0.0932426	0.0150105	0.0308715	0.0296898	0.0638438	0.0124744	0.0591353	0.125566	0.0155973	0.0183521	0.0471701	0.0332963	0.00448633	0.0733943	0.0775774	0.122765	0.0871567	0.19742	0.140624	0.116006	0.296528	0.0667196	0.0315251	0.0801122	0.0937029	0.299747	0.0525613	0.0167621	0.086663	0.0230594	0.149566	0.304177	0.0103676	0.0886052	0.245411	0.109245	0.025036	0.208006	0.0081067	0.0657152	0.185825	0.543119	1.03259	2.23846	4.018437
2000	-1935.51	-1937.52	2.01074	1.795399	12.18011	0.0669995	0.00746035	0.0793756	0.192616	0.0986222	0.0756033	0.0260292	0.0654441	0.00717266	0.0143592	0.0367011	0.184464	0.00851383	0.0677638	0.211068	0.0462962	0.0180685	0.0646134	0.0190254	0.00604472	0.0604657	0.0640268	0.225531	0.096703	0.135407	0.202318	0.0601699	0.140475	0.117379	0.0204446	0.0611452	0.136774	0.282361	0.0436186	0.0213132	0.153432	0.0434013	0.0480381	0.184913	0.0409845	0.0454606	0.270193	0.0575998	0.0353442	0.0516928	0.0161093	0.0327868	0.267565	0.63133	1.06391	2.03719	3.944328
2010	-1938.1	-1943.09	4.98498	1.320655	12.81127	0.0245812	0.0236535	0.0667591	0.127269	0.0445997	0.0545386	0.0306047	0.111355	0.00577008	0.0535342	0.0193708	0.108428	0.0105457	0.0429438	0.162942	0.0489623	0.0061618	0.112936	0.00837296	0.00446877	0.0368271	0.0419373	0.22262	0.0518645	0.150173	0.148816	0.141174	0.119437	0.13061	0.0024418	0.0456541	0.0832737	0.289003	0.0983334	0.055056	0.0803634	0.0449791	0.0736856	0.256927	0.0459407	0.0513619	0.247327	0.0257922	0.0619991	0.07653	0.0717607	0.00871152	0.196241	0.555701	1.03789	2.21017	3.730396
2020	-1941.65	-1953.31	11.6642	1.417979	13.33217	0.0327574	0.0231419	0.0595715	0.0975176	0.0295879	0.0384119	0.01777	0.0892649	0.0128226	0.0379925	0.00784335	0.105353	0.0102719	0.0272776	0.161358	0.0450724	0.00470821	0.0668381	0.0146256	0.00109892	0.0345017	0.051287	0.182867	0.241828	0.127256	0.163576	0.042214	0.0381181	0.0590032	0.00724891	0.0423618	0.087069	0.274738	0.0360662	0.036413	0.058907	0.0267969	0.0402765	0.221504	0.0623946	0.12156	0.139905	0.0491943	0.0196484	0.0704376	0.0695202	0.0210718	0.212369	0.574309	1.04522	2.1681	3.20905
2030	-1936.74	-1944.27	7.52122	1.390674	17.82337	0.0570764	0.032476	0.080405	0.119468	0.0348816	0.0320201	0.00371369	0.0905928	0.0198971	0.0380183	0.0112971	0.124348	0.0104062	0.0764023	0.164668	0.0246013	0.0085818	0.043146	0.0551134	0.00113393	0.0404117	0.0323973	0.129315	0.151151	0.160279	0.136835	0.0364051	0.11019	0.0653559	0.0170401	0.0578034	0.0836748	0.257413	0.0551193	0.0103075	0.175614	0.0200399	0.0559028	0.154359	0.0737763	0.0683372	0.22914	0.0344199	0.0333025	0.0421345	0.0718104	0.0188172	0.207929	0.569286	1.0433	2.17948	3.349599
2040	-1928.75	-1945.14	16.3959	0.6040758	16.79386	0.0690678	0.013628	0.0552274	0.0899141	0.0355541	0.0557261	0.00899508	0.105103	0.0201747	0.0472232	0.0257543	0.0700018	0.00457219	0.0454136	0.10286	0.0120125	0.00208908	0.073716	0.0280293	0.00063467	0.0527472	0.0421546	0.108296	0.0909325	0.096976	0.0951968	0.0260693	0.198153	0.0537625	0.0518617	0.113868	0.0577613	0.292127	0.0368795	0.00795796	0.0345565	0.0148844	0.024266	0.12161	0.0405766	0.0705752	0.166307	0.0367882	0.0772365	0.0742532	0.0493489	0.0182348	0.0539498	0.31453	0.883384	2.74814	2.919078
2050	-1936.82	-1951.54	14.719	0.9116815	15.08572	0.0453646	0.00907035	0.0394861	0.097043	0.0697137	0.0870503	0.0242943	0.0607539	0.0809155	0.023584	0.0123832	0.139864	0.00536343	0.041709	0.103853	0.00929568	0.000416714	0.110125	0.0475789	0.000680983	0.0373172	0.0417275	0.0537661	0.0815677	0.0670993	0.152019	0.0306629	0.0827957	0.11926	0.0177647	0.0769366	0.0769456	0.266183	0.0565385	0.0121044	0.0997101	0.0424719	0.0220693	0.138776	0.0487595	0.0331571	0.28959	0.0363562	0.025943	0.0688791	0.0303921	0.0114924	0.119012	0.448495	0.983672	2.44882	3.028829
2060	-1922.93	-1938.03	15.1052	0.8926114	16.57605	0.0496681	0.0204645	0.0333051	0.0946237	0.0670894	0.0460257	0.0314599	0.0647109	0.0394471	0.0419926	0.00972444	0.0751633	0.00454396	0.0454895	0.10197	0.0160483	0.000208323	0.0558261	0.0341364	0.000203315	0.0443218	0.0551784	0.113984	0.111349	0.0742846	0.122541	0.0442282	0.119027	0.064075	0.0263888	0.0340888	0.0413741	0.437649	0.0569039	0.0086224	0.0577624	0.0233305	0.00511631	0.303068	0.117028	0.0323563	0.144508	0.0185934	0.0442337	0.0248864	0.0152534	0.011253	0.115061	0.441911	0.979647	2.46338	2.983506
2070	-1923.17	-1943.03	19.8549	0.6527587	13.96706	0.0553124	0.0146895	0.0400883	0.123246	0.0410379	0.0389387	0.0516223	0.0644468	0.0697232	0.0308277	0.0209206	0.0889639	0.00751285	0.0550529	0.0543121	0.0138618	0.000213822	0.0538576	0.0237867	8.89143e-05	0.0273597	0.076857	0.175497	0.110466	0.0862781	0.169741	0.0582773	0.106604	0.059465	0.021525	0.0367165	0.0530936	0.247062	0.0226908	0.0107865	0.0355869	0.0226922	0.00824384	0.0836627	0.0957506	0.0742226	0.174906	0.00621564	0.0255074	0.0198861	0.00788136	0.0135144	0.0641407	0.340361	0.90602	2.68948	2.678993
2080	-1925.89	-1949.11	23.2191	0.5063489	16.31332	0.0595379	0.0273574	0.0192302	0.0985435	0.0500185	0.0659399	0.0084514	0.0160313	0.0622206	0.0224502	0.0478655	0.100502	0.00191295	0.0520008	0.0822328	0.0189643	0.000105566	0.0481573	0.0387045	0.000130781	0.0443326	0.0795416	0.131041	0.0615895	0.0485541	0.142582	0.023188	0.113198	0.0633199	0.015231	0.0373182	0.0359522	0.224726	0.0402072	0.0072879	0.070449	0.0241221	0.00348979	0.211164	0.0763002	0.0619042	0.0926714	0.0013318	0.0182403	0.0167668	0.0333546	0.0168233	0.0345704	0.25604	0.824834	2.88456	2.515043
2090	-1928.18	-1941.03	12.8467	1.080238	14.88946	0.034511	0.0244637	0.0206854	0.0534421	0.0341791	0.0349446	0.0261152	0.0472345	0.0945212	0.0315755	0.0274666	0.149072	0.00226555	0.0529247	0.164902	0.0314897	8.69536e-05	0.0473998	0.0333171	0.000398409	0.0380012	0.0486485	0.173284	0.154258	0.0736888	0.0573173	0.0320869	0.154491	0.0536095	0.0312907	0.0442786	0.0755321	0.343337	0.0334792	0.0457265	0.0615908	0.0606272	0.00348356	0.356443	0.0949235	0.0776767	0.126935	0.000609231	0.0151186	0.00943019	0.0267341	0.0408835	0.15268	0.499608	1.01212	2.33559	3.14448
2100	-1917.1	-1941.38	24.2734	0.7019746	18.11681	0.0386175	0.0277734	0.0514486	0.0391795	0.0352225	0.0375524	0.0108309	0.0649676	0.0468107	0.0199957	0.0223092	0.166101	0.000485567	0.0336261	0.0764665	0.00725079	4.1867e-05	0.0565933	0.024712	0.00114278	0.0635833	0.0823757	0.0810897	0.132944	0.0338697	0.0298074	0.0206178	0.106081	0.0541977	0.024557	0.0378768	0.0556263	0.276465	0.0318427	0.0284152	0.0657173	0.0379474	0.0126939	0.155993	0.0803812	0.0644202	0.110386	0.00139521	0.0167466	0.0414807	0.0195724	0.0206003	0.0746101	0.36446	0.925598	2.63533	2.44781
2110	-1921.51	-1942.34	20.8316	1.02411	19.57964	0.0661062	0.0292494	0.0439779	0.104084	0.0534211	0.0627218	0.00135597	0.0628385	0.0132099	0.0196354	0.0113419	0.0510959	0.00179254	0.0168641	0.0935076	0.0215228	9.19303e-05	0.0349307	0.0249339	0.000219643	0.0495729	0.0439349	0.169486	0.102134	0.0161707	0.0438549	0.00598469	0.150816	0.0897025	0.0190124	0.0257268	0.0589239	0.180119	0.0434022	0.0205668	0.0465502	0.0205707	0.035416	0.203152	0.0862049	0.177523	0.137236	0.000989234	0.0144559	0.0868511	0.0268859	0.0275704	0.141739	0.483881	1.00388	2.3705	2.595714
2120	-1912.72	-1937.46	24.7454	0.4840276	17.41053	0.0406997	0.0118769	0.0333375	0.109322	0.0444387	0.0549471	0.00114932	0.0605054	0.0105188	0.0142932	0.00784072	0.0882788	0.00117964	0.0256314	0.105674	0.0183523	0.00021982	0.0742653	0.0280674	0.000187279	0.0439752	0.044716	0.0733726	0.0280468	0.0232169	0.0518369	0.0188525	0.126059	0.0756122	0.0335333	0.0278808	0.0317654	0.238954	0.04099	0.010835	0.0502733	0.0140921	0.0318162	0.249689	0.0743634	0.123231	0.183347	0.00247884	0.0227959	0.0291189	0.0350718	0.0165699	0.0304669	0.241361	0.808289	2.91988	2.433279
2130	-1916.81	-1937.25	20.4347	0.7362401	17.69791	0.0270832	0.0203557	0.0589109	0.0816825	0.0482325	0.068291	0.00092952	0.0386238	0.0262401	0.0195499	0.00455757	0.0803568	0.000271438	0.0469167	0.0864447	0.0147415	0.0011092	0.0506265	0.0303688	0.000766585	0.0719374	0.0448755	0.145524	0.0853493	0.0408621	0.0946693	0.0149804	0.150719	0.0223564	0.024499	0.0685614	0.0364774	0.197392	0.0635289	0.030752	0.0422943	0.0209674	0.037679	0.283325	0.098874	0.0880088	0.158809	0.00639365	0.0177699	0.0550682	0.0410233	0.0145625	0.0819399	0.380139	0.937592	2.60033	2.663317
2140	-1914.74	-1941.35	26.6034	0.6327407	19.55009	0.0566022	0.0191839	0.0590795	0.0666654	0.03864	0.0335502	0.00188495	0.0540615	0.0232122	0.00954938	0.0172819	0.0945672	0.000157604	0.0392173	0.0847338	0.0265225	0.00182288	0.0515789	0.0376727	0.00159675	0.0500629	0.0316921	0.119369	0.0531433	0.0540008	0.031464	0.00980203	0.0987518	0.012232	0.0268831	0.0564975	0.0304936	0.244751	0.0421572	0.00991939	0.0512622	0.015413	0.0522069	0.141525	0.124085	0.0226005	0.183629	0.0282209	0.0299307	0.0377195	0.0129726	0.0327289	0.0599234	0.329989	0.897145	2.71294	2.321094
2150	-1912.45	-1941.25	28.8079	0.5765474	17.53208	0.0413616	0.0144078	0.0807804	0.0571747	0.022292	0.0395848	0.00171571	0.0539734	0.0175851	0.00926791	0.011493	0.0849258	0.000651193	0.0342496	0.061881	0.0128034	0.00291496	0.0480961	0.0300784	0.00226545	0.0433653	0.0240372	0.0895095	0.0833324	0.0983042	0.0188287	0.00653285	0.0911644	0.012232	0.0219524	0.0563483	0.0466183	0.106226	0.0560082	0.0159277	0.0637595	0.00925666	0.10735	0.23328	0.0740283	0.0140757	0.154369	0.0316225	0.018948	0.0645707	0.0141016	0.0134263	0.0483098	0.298982	0.868866	2.78384	2.196678
2160	-1912.89	-1945.98	33.0877	0.3880172	18.23821	0.0524893	0.0303233	0.0359373	0.0701601	0.0195448	0.0345186	0.00223615	0.0526298	0.0211175	0.0128612	0.0130194	0.121615	0.0011004	0.019246	0.0835146	0.027128	0.00702024	0.0140997	0.0262333	0.00264359	0.0209602	0.0327549	0.0602251	0.0505668	0.0659086	0.0337329	0.00855386	0.12161	0.00618781	0.0101146	0.0175446	0.0471264	0.186181	0.0183605	0.00882712	0.0520283	0.0110454	0.0684932	0.051364	0.0618497	0.0506141	0.181063	0.0291038	0.0232272	0.0627263	0.0401634	0.0135492	0.0150243	0.172749	0.717981	3.09424	1.981322
2170	-1913.29	-1943.33	30.0315	0.4933232	21.27037	0.0460595	0.0269123	0.0473515	0.0606732	0.0597269	0.0439675	0.00144251	0.045701	0.00826659	0.0171278	0.00519372	0.114403	0.00224276	0.0251628	0.0958491	0.0312626	0.0210093	0.045265	0.0123084	0.002396	0.0334185	0.0292318	0.0861924	0.0416149	0.0511947	0.0319573	0.00581388	0.139064	0.0211408	0.0204083	0.0338971	0.0320284	0.200667	0.0584892	0.00656752	0.0712838	0.00679538	0.0691968	0.0735004	0.0709309	0.0470074	0.143683	0.0445025	0.01857	0.0408942	0.0288928	0.0296705	0.032157	0.247535	0.815349	2.90496	2.148934
2180	-1929.7	-1951.34	21.6423	0.5400984	15.11088	0.0457266	0.0205814	0.0190395	0.0708234	0.0255409	0.0356141	0.00406835	0.0104883	0.0127364	0.0387466	0.00449942	0.109382	0.00314135	0.0299575	0.12789	0.0486878	0.00772866	0.0372323	0.0289573	0.00137439	0.0359596	0.050648	0.103138	0.0246029	0.0804956	0.0722769	0.00300411	0.136947	0.0566696	0.0686221	0.0296963	0.0678016	0.251016	0.0727225	0.00453823	0.0978293	0.0195179	0.0793162	0.118343	0.0967348	0.0623093	0.171346	0.0488943	0.0427837	0.0708086	0.029381	0.0174395	0.0410393	0.277289	0.847386	2.83428	2.595058
2190	-1941.81	-1959.87	18.063	1.52205	13.34822	0.0585265	0.00462762	0.0167177	0.099317	0.0431675	0.100138	0.00322436	0.011048	0.00921881	0.00827064	0.012704	0.125335	0.00708259	0.0757873	0.0926337	0.0316257	0.0167856	0.0503832	0.0150901	0.000380062	0.0146605	0.0539644	0.0618498	0.021278	0.106267	0.0507277	0.00771401	0.153965	0.0902191	0.0664386	0.0381503	0.0403054	0.224445	0.0515939	0.0031051	0.0299271	0.065103	0.0686126	0.174583	0.0772857	0.0800324	0.204834	0.0389	0.0764972	0.0920099	0.0328011	0.01468	0.228709	0.592186	1.05169	2.12741	2.722013
2200	-1929.65	-1943.85	14.2004	1.142058	15.66339	0.0394889	0.00712058	0.0291489	0.100087	0.0351976	0.0541606	0.00336777	0.0328811	0.00716355	0.0154821	0.0189655	0.108349	0.00825977	0.0231412	0.221086	0.00870401	0.00647874	0.0287644	0.0200431	0.00298278	0.0259556	0.0560662	0.0446161	0.0377094	0.119205	0.0377812	0.0145737	0.128202	0.139811	0.054498	0.0656972	0.072406	0.151432	0.0581528	0.024909	0.125849	0.0523216	0.139828	0.235122	0.108014	0.0289578	0.206378	0.119688	0.0387114	0.141474	0.0301264	0.012548	0.164396	0.515649	1.02006	2.2999	3.040907
2210	-1931.67	-1942.77	11.0972	0.9775758	17.19548	0.0402183	0.0193165	0.0571107	0.128716	0.0466069	0.0945793	0.00874396	0.0641708	0.00492617	0.01374	0.0126921	0.0629538	0.00733706	0.0255828	0.0839424	0.0170501	0.0219112	0.051655	0.055241	0.0111457	0.0467411	0.10378	0.0564015	0.0471915	0.102691	0.0631349	0.0180595	0.151958	0.0936589	0.0113551	0.039972	0.0449224	0.237478	0.101439	0.0721646	0.0597503	0.0255421	0.201999	0.35114	0.0473165	0.0417198	0.192667	0.14093	0.0200292	0.0348513	0.0285638	0.0341539	0.132458	0.469906	0.996183	2.40145	3.19725
2220	-1922.41	-1934.83	12.4275	1.444715	12.96194	0.0217927	0.0117783	0.0517236	0.125899	0.0275673	0.0684675	0.0055915	0.0521277	0.0102417	0.02888	0.0144795	0.106142	0.00287584	0.0418775	0.131352	0.0302182	0.0193345	0.045161	0.0471916	0.029506	0.0506564	0.0719603	0.125818	0.0929063	0.133953	0.0599419	0.0165877	0.20127	0.0616405	0.0275947	0.0282736	0.0639397	0.16896	0.0455566	0.0331343	0.080196	0.0149273	0.222729	0.264106	0.0332404	0.0410217	0.180354	0.104189	0.0496967	0.0397316	0.0159974	0.042762	0.216654	0.579088	1.047	2.15725	3.14335
2230	-1930.6	-1936.4	5.80429	1.110011	11.1826	0.0496789	0.0177281	0.0749327	0.143526	0.0510382	0.078105	0.00727494	0.0576784	0.00879533	0.0177654	0.0157727	0.0870928	0.00419763	0.0734577	0.117314	0.0272004	0.023258	0.0581974	0.0529437	0.00692551	0.0475974	0.0749776	0.0929601	0.184409	0.115809	0.0761279	0.00998061	0.12389	0.0206979	0.0333099	0.109698	0.0916831	0.493693	0.0707986	0.0164131	0.0919553	0.0275919	0.0909045	0.289449	0.0504019	0.0556304	0.248481	0.147112	0.0498411	0.0335553	0.0202721	0.0368188	0.158367	0.507492	1.01608	2.31806	3.676941
2240	-1941.85	-1946.98	5.13088	1.401601	9.232387	0.0577641	0.0233519	0.0342001	0.168	0.0415421	0.082793	0.00399203	0.0975426	0.0111422	0.0140731	0.0136472	0.0818801	0.0039917	0.0541695	0.0543337	0.0370712	0.0205103	0.0833419	0.0166719	0.0111758	0.11954	0.0298916	0.117781	0.12872	0.128499	0.0666784	0.0157651	0.117055	0.0675251	0.0209853	0.0394734	0.140696	0.445459	0.0371862	0.0118407	0.118854	0.0612301	0.0959188	0.321241	0.0537548	0.0338451	0.181683	0.126275	0.0787673	0.0372777	0.0212619	0.0332456	0.209714	0.571314	1.04408	2.17489	3.561644
2250	-1939.91	-1944.03	4.11888	1.892612	12.94644	0.0666087	0.0535872	0.0511484	0.195378	0.0382676	0.0512106	0.00654981	0.108795	0.010775	0.0170412	0.0198769	0.153027	0.00284384	0.0737004	0.160745	0.0318812	0.0231207	0.0688678	0.0211939	0.0249262	0.0798782	0.019959	0.165891	0.177203	0.133249	0.08133	0.0445612	0.14184	0.105433	0.0600714	0.0509563	0.0389759	0.18855	0.07192	0.0268291	0.0795574	0.0329284	0.174282	0.350406	0.0624363	0.0454979	0.172631	0.135516	0.0601061	0.0461271	0.0126425	0.01186	0.28011	0.643086	1.06705	2.00975	3.750182
2260	-1947.5	-1950.96	3.45324	1.87747	11.62132	0.0998867	0.0220408	0.0453709	0.11893	0.126745	0.0410455	0.00174424	0.0567541	0.0137283	0.030214	0.0166742	0.199202	0.00353688	0.0376241	0.105902	0.0395206	0.0317948	0.0539772	0.040064	0.00524115	0.128251	0.0268697	0.148906	0.372197	0.0780582	0.0642579	0.0387385	0.123633	0.0943476	0.0467307	0.0475274	0.0406294	0.236304	0.118339	0.0693282	0.0484275	0.0590279	0.055378	0.316117	0.0731483	0.0354902	0.186927	0.164837	0.0400022	0.0893397	0.0161193	0.0135539	0.278196	0.641318	1.0666	2.01389	3.822482
2270	-1938.34	-1939.34	1.0049	1.902325	11.86737	0.0392323	0.0206977	0.0569554	0.0990194	0.0676468	0.0472322	0.0303622	0.138054	0.0232426	0.0171826	0.0209705	0.128022	0.0229898	0.0872816	0.166074	0.0256396	0.0231192	0.0759924	0.0357078	0.00545224	0.0839931	0.0620062	0.244322	0.0492514	0.172622	0.0487871	0.0355734	0.148304	0.0666015	0.0430869	0.062691	0.0977011	0.439837	0.110467	0.0363979	0.0284199	0.0831628	0.0973622	0.422697	0.0456771	0.0557352	0.219655	0.153204	0.0244411	0.0214327	0.0117395	0.0302303	0.28133	0.644208	1.06734	2.00712	4.026273
